,Similarity Norming Category,distance_bert_large_hf_layer_1,distance_bert_large_hf_layer_10,distance_bert_large_hf_layer_11,distance_bert_large_hf_layer_12,distance_bert_large_hf_layer_2,distance_bert_large_hf_layer_3,distance_bert_large_hf_layer_4,distance_bert_large_hf_layer_5,distance_bert_large_hf_layer_6,distance_bert_large_hf_layer_7,distance_bert_large_hf_layer_8,distance_bert_large_hf_layer_9,string,word
0,H,0.8991311714053154,0.7236921489238739,0.633969634771347,0.6131749153137207,0.9097329303622246,0.9189938306808472,0.915123350918293,0.8563801795244217,0.8320588767528534,0.8223445564508438,0.7928544580936432,0.7892534881830215,amazon,amazon
1,H,0.8328783065080643,0.5871152877807617,0.5060887932777405,0.5790764689445496,0.8094626516103745,0.834399864077568,0.8323257118463516,0.7781021296977997,0.7918191701173782,0.7490545213222504,0.7636708766222,0.6944397389888763,arms,arms
2,H,0.8566677868366241,0.5233435034751892,0.4149967432022095,0.46378594636917114,0.8341844528913498,0.8139154016971588,0.7740779519081116,0.7050839960575104,0.6885268092155457,0.7200990915298462,0.6944349706172943,0.6321912407875061,band,band
3,H,0.8832213282585144,0.4982447624206543,0.40528208017349243,0.4744332432746887,0.8367542028427124,0.8221597373485565,0.8241645395755768,0.7544097602367401,0.7297205030918121,0.7492556571960449,0.7402400970458984,0.6613252758979797,bark,bark
4,H,0.8998119905591011,0.5296879708766937,0.41534072160720825,0.48355555534362793,0.8748774528503418,0.870922788977623,0.826500803232193,0.7639715075492859,0.7347124516963959,0.6905740797519684,0.6740167140960693,0.6156925857067108,bass,bass
5,H,0.8945267647504807,0.6157205998897552,0.5241057276725769,0.5136374831199646,0.8873584792017937,0.8611809015274048,0.8372274935245514,0.7691899687051773,0.7653942704200745,0.7785476744174957,0.7654607445001602,0.71780726313591,bat,bat
6,H,0.9504136219620705,0.7455480098724365,0.6456740498542786,0.6701108515262604,0.9620022177696228,0.9084294140338898,0.8851115703582764,0.8399671912193298,0.8440419584512711,0.8174779564142227,0.8099940270185471,0.7613125294446945,batter,batter
7,H,0.8886473774909973,0.5449812412261963,0.4458273649215698,0.47809433937072754,0.8216813653707504,0.7561113089323044,0.7122602164745331,0.6543551385402679,0.6324193179607391,0.6683215796947479,0.6843054592609406,0.6393846571445465,bills,bill
8,H,0.9285377413034439,0.7603502422571182,0.6423901617527008,0.7029343843460083,0.8862331360578537,0.8657423257827759,0.8460686653852463,0.7810361534357071,0.8144701570272446,0.8239056468009949,0.8177956938743591,0.8097192049026489,bluff,bluff
9,H,0.9077666401863098,0.5954989492893219,0.49821406602859497,0.4791409373283386,0.8619586378335953,0.8353915810585022,0.7978498935699463,0.7489491999149323,0.7755696624517441,0.7317453920841217,0.7481416463851929,0.6757519245147705,bond,bond
10,H,0.9206307306885719,0.4727630615234375,0.3512895703315735,0.37949538230895996,0.8249268978834152,0.7966322898864746,0.7769483178853989,0.707240879535675,0.7049967348575592,0.6673673391342163,0.6365980803966522,0.5643805861473083,bow,bow
11,H,0.9064268246293068,0.5832937061786652,0.5220948457717896,0.5590479671955109,0.8978575691580772,0.8471130579710007,0.8221720457077026,0.7467144727706909,0.7379453778266907,0.7727250009775162,0.7415545880794525,0.7060603201389313,bowler,bowler
12,H,0.8746068179607391,0.6783052980899811,0.5928043127059937,0.6135638058185577,0.8586905896663666,0.8214825838804245,0.8251503556966782,0.7645323574542999,0.7930222302675247,0.7943422943353653,0.7836258411407471,0.750063881278038,brush,brush
13,H,0.8705310821533203,0.5236797630786896,0.4291268587112427,0.43981611728668213,0.8649640083312988,0.8699040114879608,0.8118333965539932,0.7423737347126007,0.7643075883388519,0.7295482754707336,0.7064768671989441,0.6406602263450623,buck,buck
14,H,0.8659516870975494,0.4927600026130676,0.4143436551094055,0.43951505422592163,0.8220930248498917,0.7869179397821426,0.7655744254589081,0.6728000938892365,0.6841820478439331,0.6786824464797974,0.6952633559703827,0.6440873444080353,bud,bud
15,H,0.8815900981426239,0.46752727031707764,0.38868582248687744,0.4410278797149658,0.8426561653614044,0.8184492588043213,0.7954353988170624,0.749388575553894,0.7503922879695892,0.722561240196228,0.692645937204361,0.614654541015625,calf,calf
16,H,0.8471821546554565,0.5946947038173676,0.4869643449783325,0.5011976361274719,0.8511140793561935,0.8134127557277679,0.7526689916849136,0.693507581949234,0.6603191196918488,0.6783559322357178,0.6901159286499023,0.6665082573890686,case,case
17,H,0.8840010389685631,0.699781596660614,0.6092527806758881,0.6166654229164124,0.899496890604496,0.8786314576864243,0.8626938611268997,0.7837902903556824,0.8038349896669388,0.7994666546583176,0.8071847558021545,0.784353494644165,colon,colon
18,H,0.9328362718224525,0.5063700079917908,0.3908807039260864,0.4481832981109619,0.877786710858345,0.8497688323259354,0.7991409748792648,0.7194744944572449,0.7301195859909058,0.7248682975769043,0.7184436917304993,0.6506766676902771,count,count
19,H,0.9175227507948875,0.6055678427219391,0.5188918113708496,0.5522392392158508,0.9137787148356438,0.8878186345100403,0.8682801872491837,0.8235074579715729,0.8064309656620026,0.8001673519611359,0.7770054042339325,0.6896759271621704,counter,counter
20,H,0.9356849268078804,0.6251526474952698,0.5174378752708435,0.5675890445709229,0.8906640037894249,0.8562747836112976,0.7992418706417084,0.7641693204641342,0.7981577664613724,0.7869828194379807,0.7731863111257553,0.7295842468738556,crab,crab
21,H,0.8711119443178177,0.5741180777549744,0.4980472922325134,0.5182201266288757,0.8176664859056473,0.8181714862585068,0.7921677082777023,0.734151691198349,0.72898730635643,0.7075136601924896,0.7109862565994263,0.6732374429702759,cricket,cricket
22,H,0.9373627528548241,0.6974015533924103,0.6152167320251465,0.6972702145576477,0.8996573388576508,0.8797292336821556,0.8414214551448822,0.7777404189109802,0.7941363602876663,0.8304729461669922,0.795194685459137,0.7516822814941406,cue,cue
23,H,0.8841465264558792,0.4342966079711914,0.33469027280807495,0.3486745357513428,0.8153064250946045,0.78933946788311,0.7100722789764404,0.636818915605545,0.5978631675243378,0.573688805103302,0.5552519261837006,0.5503853857517242,fans,fan
24,H,0.9596752040088177,0.6571157276630402,0.5611160099506378,0.6077883541584015,0.9423736818134785,0.9017979875206947,0.8334666192531586,0.7733367532491684,0.7866612821817398,0.7925283163785934,0.7825157791376114,0.7874671816825867,gag,gag
25,H,0.8863221928477287,0.5774961113929749,0.5104517042636871,0.5547407865524292,0.8807306066155434,0.860963985323906,0.8434461504220963,0.7821475863456726,0.7504318654537201,0.7540612071752548,0.7107680439949036,0.6575134694576263,glare,glare
26,H,0.909598782658577,0.5838005542755127,0.47370588779449463,0.5001406073570251,0.875181756913662,0.8715319037437439,0.8555707484483719,0.8265878111124039,0.8207844793796539,0.8419564962387085,0.781510517001152,0.7241214513778687,laps,lap
27,H,0.7948223650455475,0.5243116617202759,0.429617702960968,0.44315171241760254,0.7376451790332794,0.7987416684627533,0.7728509604930878,0.7748915255069733,0.8030943274497986,0.7883995324373245,0.7489844560623169,0.6608884036540985,lead,lead
28,H,0.9017453491687775,0.5400054752826691,0.41316425800323486,0.46456974744796753,0.8928761333227158,0.8936979472637177,0.8837600499391556,0.8362423628568649,0.8495017737150192,0.7935162931680679,0.7074386477470398,0.6339554190635681,lean,lean
29,H,0.917747400701046,0.6342135667800903,0.5046540796756744,0.600322037935257,0.8653228878974915,0.8382039815187454,0.7822732478380203,0.75125752389431,0.7407373785972595,0.7324668765068054,0.7045703530311584,0.7118552923202515,limbo,limbo
30,H,0.8907457292079926,0.6249711513519287,0.5347980260848999,0.5799176096916199,0.8631368428468704,0.8488969951868057,0.8244756162166595,0.7511098682880402,0.7776032090187073,0.7945255041122437,0.7803463637828827,0.6885720789432526,march,march
31,H,0.8554025143384933,0.4959689974784851,0.39931273460388184,0.40666794776916504,0.8322114944458008,0.8647716343402863,0.8357051014900208,0.7592721283435822,0.7223053574562073,0.6871562004089355,0.6483878195285797,0.5738844573497772,mass,mass
32,H,0.8576350063085556,0.4367489814758301,0.3477793335914612,0.3729061484336853,0.8615355044603348,0.8134129196405411,0.7786363363265991,0.683487057685852,0.6819337606430054,0.6618998348712921,0.6026792824268341,0.556950181722641,match,match
33,H,0.9381743595004082,0.6411491334438324,0.5353861153125763,0.5940802693367004,0.8760521486401558,0.8615515977144241,0.8302078396081924,0.8016731441020966,0.8235356211662292,0.8028783202171326,0.76022869348526,0.7438163459300995,meter,meter
34,H,0.8720316886901855,0.6100755929946899,0.5005368888378143,0.5415621101856232,0.8508617430925369,0.8634371757507324,0.8459715843200684,0.7873010188341141,0.7671661823987961,0.7654694318771362,0.7265526950359344,0.6904885470867157,mine,mine
35,H,0.8514966815710068,0.6200706362724304,0.489010751247406,0.46838128566741943,0.7648120075464249,0.8232264220714569,0.8140509873628616,0.7585871815681458,0.7573944926261902,0.7788495868444443,0.7544759660959244,0.7166424691677094,mint,mint
36,H,0.9243393689393997,0.5547396540641785,0.45791637897491455,0.5302408337593079,0.9102027043700218,0.869064137339592,0.8273456394672394,0.7496723830699921,0.7420277893543243,0.7661651819944382,0.7019096612930298,0.696841299533844,miss,miss
37,H,0.8895127698779106,0.570872575044632,0.4907643795013428,0.49652671813964844,0.8998573124408722,0.8884536698460579,0.8871887549757957,0.8131791353225708,0.8170137107372284,0.7981536537408829,0.7723153978586197,0.6979012489318848,mold,mold
38,H,0.8299950808286667,0.4505370259284973,0.383808434009552,0.4756386876106262,0.8137913644313812,0.7838930189609528,0.7270366847515106,0.6557320952415466,0.64439457654953,0.672021895647049,0.6449218988418579,0.5858954191207886,mole,mole
39,H,0.8877742066979408,0.4887899160385132,0.4191819429397583,0.42326992750167847,0.8387172222137451,0.8337540775537491,0.819403737783432,0.6910861432552338,0.7072393000125885,0.7154926359653473,0.661969006061554,0.6006431579589844,mustang,mustang
40,H,0.9045117050409317,0.6138521134853363,0.46701252460479736,0.5195221900939941,0.8971844837069511,0.8623269498348236,0.846006765961647,0.7817840278148651,0.765076294541359,0.757781371474266,0.7157626450061798,0.6851160228252411,net,net
41,H,0.9099681749939919,0.598550945520401,0.5044429302215576,0.5139456987380981,0.8466604650020599,0.8365867286920547,0.797989010810852,0.7584767937660217,0.7513300478458405,0.7403586506843567,0.7551130056381226,0.7174012660980225,nirvana,nirvana
42,H,0.889117881655693,0.6654175817966461,0.5775996148586273,0.5931130945682526,0.8607707172632217,0.8506066054105759,0.7940801978111267,0.7474106550216675,0.7412227690219879,0.7285833656787872,0.7179409563541412,0.7106998860836029,palms,palm
43,H,0.9499688185751438,0.6427612602710724,0.5225207209587097,0.5831752717494965,0.9052031189203262,0.8683186322450638,0.8218821883201599,0.7493468523025513,0.7485481202602386,0.738213062286377,0.7404355406761169,0.7191600203514099,pit,pit
44,H,0.8852527141571045,0.5333281755447388,0.415158212184906,0.45466405153274536,0.8659077435731888,0.8283823430538177,0.8105579316616058,0.7253116369247437,0.7250787019729614,0.7268066108226776,0.685532808303833,0.5829632878303528,pitch,pitch
45,H,0.8508813977241516,0.5300186574459076,0.43973439931869507,0.5234883725643158,0.7723038792610168,0.74884894490242,0.7246354818344116,0.6517466604709625,0.6492580771446228,0.630639374256134,0.6231884360313416,0.5932259857654572,pitcher,pitcher
46,H,0.8942475542426109,0.5074378550052643,0.43325263261795044,0.4656452536582947,0.845221534371376,0.841772198677063,0.8162804245948792,0.7295557260513306,0.7232983708381653,0.703355997800827,0.6894550025463104,0.61851367354393,pool,pool
47,H,0.8798251301050186,0.5997581481933594,0.4912371039390564,0.5193985104560852,0.8844115883111954,0.8695840537548065,0.8316536247730255,0.7732644528150558,0.7862738221883774,0.7826682329177856,0.7479699552059174,0.6935222148895264,port,port
48,H,0.9100987389683723,0.4577080011367798,0.33181118965148926,0.3816434144973755,0.8374060541391373,0.86406409740448,0.805963397026062,0.6866671741008759,0.6554233133792877,0.6335052847862244,0.6476390063762665,0.5793720483779907,post,post
49,H,0.9148233458399773,0.607357531785965,0.5229815542697906,0.5612381994724274,0.8982771039009094,0.8675847500562668,0.8359933197498322,0.7677195221185684,0.7990405559539795,0.7794843763113022,0.7598047256469727,0.7102547585964203,pot,pot
50,H,0.9001327529549599,0.48886293172836304,0.4003743529319763,0.4832140803337097,0.860497310757637,0.8726545870304108,0.8287288844585419,0.7663859277963638,0.7715405523777008,0.7497958242893219,0.6997738778591156,0.6527462899684906,pounds,pound
51,H,0.8901882916688919,0.633098304271698,0.5785789787769318,0.579555094242096,0.8509471714496613,0.8236855715513229,0.7971338629722595,0.7747928947210312,0.7713356018066406,0.7887671291828156,0.7641674876213074,0.7030999064445496,present,present
52,H,0.9054437801241875,0.5428356230258942,0.45434844493865967,0.47989851236343384,0.849748283624649,0.8367523401975632,0.8126443475484848,0.736526608467102,0.7497280538082123,0.7178257405757904,0.6928083896636963,0.6556859016418457,punch,punch
53,H,0.8995499610900879,0.5254734456539154,0.38632720708847046,0.4603179097175598,0.7925064712762833,0.7915892750024796,0.7695629298686981,0.7175432443618774,0.6929506659507751,0.6884167492389679,0.6874687671661377,0.61937615275383,pupil,pupil
54,H,0.9391985312104225,0.7448236644268036,0.641678124666214,0.745474636554718,0.8916557654738426,0.8687436133623123,0.8095270693302155,0.7482863664627075,0.7614630460739136,0.8069943338632584,0.8321941643953323,0.8306083679199219,quack,quack
55,H,0.9102148041129112,0.5272118151187897,0.4119986295700073,0.48159193992614746,0.8677919507026672,0.8588026463985443,0.8316533714532852,0.7350792586803436,0.7429661154747009,0.7327990829944611,0.686366856098175,0.6426905989646912,race,race
56,H,0.9071241617202759,0.46486538648605347,0.37653857469558716,0.45239078998565674,0.8599769175052643,0.8310923725366592,0.8009769767522812,0.7539664804935455,0.7675268799066544,0.7606131583452225,0.7239955067634583,0.5995497107505798,racket,racket
57,H,0.053729116916656494,0.07779252529144287,0.0640726089477539,0.05929720401763916,0.06453394889831543,0.0760388970375061,0.10369044542312622,0.15893638134002686,0.13614511489868164,0.12658363580703735,0.10602492094039917,0.09886592626571655,rare,rare
58,H,0.8451207280158997,0.599517434835434,0.5146154463291168,0.5677148699760437,0.8512202501296997,0.8439403176307678,0.7766557782888412,0.7261165678501129,0.7554103881120682,0.7740423828363419,0.7750561088323593,0.7125124335289001,ring,ring
59,H,0.919646829366684,0.5201494991779327,0.3922240734100342,0.417344868183136,0.8387889713048935,0.8228698819875717,0.8236009627580643,0.7579810172319412,0.7430242896080017,0.7468954920768738,0.7203595340251923,0.6761029660701752,rock,rock
60,H,0.8688829839229584,0.6664853096008301,0.5178491771221161,0.5199335813522339,0.8860575258731842,0.8942111060023308,0.8424485474824905,0.7616218477487564,0.7492900788784027,0.7506721168756485,0.7423667907714844,0.7403882145881653,seals,seal
61,H,0.7546103894710541,0.40720999240875244,0.34477829933166504,0.4032512903213501,0.7347227931022644,0.7252326905727386,0.6799183189868927,0.5595604479312897,0.5440115332603455,0.5447210371494293,0.5311318933963776,0.4813278317451477,second,second
62,H,0.9190973117947578,0.5268810987472534,0.4184420704841614,0.493671178817749,0.8928172141313553,0.84916952252388,0.8159236311912537,0.6874389350414276,0.6999451220035553,0.6993513703346252,0.6796534955501556,0.6315420866012573,spade,spade
63,H,0.9572861641645432,0.5688687562942505,0.470636785030365,0.5596463978290558,0.8984818905591965,0.8751496896147728,0.8410080373287201,0.7978336811065674,0.7943927645683289,0.7783967703580856,0.7615156024694443,0.7149525284767151,stall,stall
64,H,0.9345157966017723,0.6563446223735809,0.5222130119800568,0.593750536441803,0.9050948694348335,0.8599602580070496,0.8249654173851013,0.7537502199411392,0.7499551773071289,0.7821778059005737,0.7583411335945129,0.7562218308448792,staple,staple
65,H,0.9252200052142143,0.6903579831123352,0.5969292521476746,0.6491347849369049,0.9127428904175758,0.9121960997581482,0.869857907295227,0.8423008322715759,0.8008588701486588,0.8704569339752197,0.8530712127685547,0.8171157240867615,stud,stud
66,H,0.9012647047638893,0.649594634771347,0.5539308786392212,0.5812979936599731,0.8752932325005531,0.8571184426546097,0.8462958931922913,0.7831071466207504,0.7607446610927582,0.8047926872968674,0.7824884057044983,0.7341660559177399,subway,subway
67,H,0.9171401858329773,0.4815990924835205,0.413332462310791,0.42109018564224243,0.8840151354670525,0.845776841044426,0.7713380306959152,0.6962611079216003,0.6590373516082764,0.6357879936695099,0.6285869479179382,0.5733708143234253,swallow,swallow
68,H,0.9344009235501289,0.6957161724567413,0.5698211789131165,0.594650149345398,0.9227069988846779,0.8640116155147552,0.8467461466789246,0.8141083419322968,0.7922336161136627,0.7796160280704498,0.7426659166812897,0.7290782630443573,tag,tag
69,H,0.8044369965791702,0.5927371382713318,0.5304683744907379,0.5916435718536377,0.7475873827934265,0.8164935261011124,0.7687322348356247,0.6969438791275024,0.7357331216335297,0.7703095227479935,0.7234540581703186,0.6862457692623138,tart,tart
70,H,0.894413486123085,0.6288204789161682,0.5366528332233429,0.5708248913288116,0.8791641220450401,0.8496177643537521,0.8129851371049881,0.7511539608240128,0.770523726940155,0.788740262389183,0.7455851137638092,0.7587528228759766,tear,tear
71,H,0.8659113347530365,0.4314895272254944,0.36752861738204956,0.4377104640007019,0.839644193649292,0.787657156586647,0.7808221876621246,0.7031848132610321,0.6847209334373474,0.6397166848182678,0.5718414783477783,0.5445792973041534,temple,temple
72,H,0.9602551981806755,0.5726913511753082,0.5121047496795654,0.5279291868209839,0.9166442453861237,0.8861726820468903,0.8612915724515915,0.7532355189323425,0.7438002228736877,0.7026594281196594,0.7015523612499237,0.6421132683753967,tick,tick
73,H,0.8945598527789116,0.5788236260414124,0.5013532936573029,0.5754461288452148,0.8837093338370323,0.8394549041986465,0.7884856313467026,0.7251660227775574,0.748058021068573,0.7556682080030441,0.7113747894763947,0.6491965353488922,tip,tip
74,H,0.9532413706183434,0.6116812229156494,0.5357592105865479,0.5310608744621277,0.8894546180963516,0.8698033839464188,0.902033843100071,0.8553099036216736,0.8416043221950531,0.8237227499485016,0.7940175086259842,0.6774123907089233,vault,vault
75,H,0.9241780862212181,0.5740644037723541,0.46175456047058105,0.506067305803299,0.8942651376128197,0.8671791106462479,0.853392481803894,0.8047060072422028,0.7868078052997589,0.7645750641822815,0.7462359964847565,0.6708432734012604,vet,vet
76,H,0.9826210085302591,0.6304441094398499,0.525306910276413,0.5864255726337433,0.9553283229470253,0.9521987289190292,0.8988717645406723,0.8390192091464996,0.809548020362854,0.8367600440979004,0.8069219142198563,0.7267508506774902,will,will
77,H,0.9259433150291443,0.5816021859645844,0.4815738797187805,0.51323601603508,0.9326962903141975,0.9263251945376396,0.914501428604126,0.8503114134073257,0.8007915019989014,0.8259243965148926,0.7950693964958191,0.7278885543346405,yard,yard
78,IP,0.051760733127593994,0.18681997060775757,0.14742958545684814,0.17056530714035034,0.06214421987533569,0.08789294958114624,0.1143384575843811,0.19165611267089844,0.17736518383026123,0.20140743255615234,0.1888144612312317,0.18802273273468018,admitted,admit
79,IP,0.8382667899131775,0.44586795568466187,0.3573794960975647,0.397455632686615,0.8014796227216721,0.7628785371780396,0.7472012937068939,0.7004164159297943,0.7028437256813049,0.675736665725708,0.5996451675891876,0.5721649825572968,answer,answer
80,IP,0.8940485566854477,0.5917512774467468,0.5249826610088348,0.5675698816776276,0.8927507773041725,0.9020753353834152,0.8618409037590027,0.7609348744153976,0.7793504893779755,0.7958902418613434,0.79740771651268,0.7464500069618225,appeal,appeal
81,IP,0.8818860799074173,0.5539000928401947,0.4352809190750122,0.43776190280914307,0.8657857775688171,0.8715136498212814,0.8684520125389099,0.7951409667730331,0.7637729197740555,0.7440632283687592,0.6990261673927307,0.636705070734024,balance,balance
82,IP,0.9037038087844849,0.6798854470252991,0.600147008895874,0.6058423519134521,0.8952876031398773,0.8987860605120659,0.9038855209946632,0.8473756909370422,0.8667040914297104,0.866152822971344,0.8434596955776215,0.773683950304985,bar,bar
83,IP,0.8936846107244492,0.5449120104312897,0.4171186089515686,0.46019595861434937,0.880237303674221,0.8572185188531876,0.829357773065567,0.7927211672067642,0.794398233294487,0.7732764333486557,0.7155733108520508,0.6381465196609497,base,base
84,IP,0.8432300984859467,0.5505631864070892,0.4691227078437805,0.5225353538990021,0.8316831290721893,0.8050651997327805,0.771123006939888,0.7030480802059174,0.703384280204773,0.7018574178218842,0.6766718924045563,0.6512256264686584,beam,beam
85,IP,0.8700869083404541,0.5160033106803894,0.4360601305961609,0.4789476990699768,0.859488770365715,0.8375384956598282,0.739567905664444,0.6716905832290649,0.6890984177589417,0.721718817949295,0.6904570758342743,0.6729115843772888,bitterness,bitterness
86,IP,0.057851970195770264,0.10479336977005005,0.08798927068710327,0.08587074279785156,0.06271892786026001,0.07865184545516968,0.09597456455230713,0.14252686500549316,0.12537872791290283,0.1109781265258789,0.1139833927154541,0.11254221200942993,brass,brass
87,IP,0.9164470806717873,0.5516932308673859,0.42808449268341064,0.4557948112487793,0.896021693944931,0.8889162614941597,0.8591432273387909,0.7942521870136261,0.7790421843528748,0.814504936337471,0.7784634828567505,0.7043976485729218,break,break
88,IP,0.9409815929830074,0.6453923285007477,0.5550135970115662,0.6682504713535309,0.9136451110243797,0.8642200231552124,0.8282053023576736,0.8079610615968704,0.8043304532766342,0.835225909948349,0.798863023519516,0.7155486345291138,cabinet,cabinet
89,IP,0.8574084043502808,0.6508874297142029,0.5671396553516388,0.5933166742324829,0.8458572179079056,0.8144396096467972,0.7894309312105179,0.7521714270114899,0.7629146724939346,0.7391656935214996,0.7012882232666016,0.7136177122592926,cardinal,cardinal
90,IP,0.8587666451931,0.735628753900528,0.642335832118988,0.6830203235149384,0.8521248698234558,0.8431174457073212,0.8321546465158463,0.8387642055749893,0.8578991889953613,0.8782410472631454,0.842733159661293,0.7989434897899628,cast,cast
91,IP,0.8183141201734543,0.43864041566848755,0.3460439443588257,0.4204842448234558,0.755019798874855,0.7150191068649292,0.7154743373394012,0.6856503188610077,0.6488762497901917,0.6494093239307404,0.6189401149749756,0.5404970943927765,change,change
92,IP,0.9020941704511642,0.6978411972522736,0.5808416306972504,0.6123751997947693,0.8462479114532471,0.8561297804117203,0.8401971608400345,0.8015489280223846,0.809198334813118,0.8424500077962875,0.8436554670333862,0.8385352343320847,character,character
93,IP,0.9223797395825386,0.5627431869506836,0.4883396029472351,0.5459582209587097,0.8801941126585007,0.8627377301454544,0.8164325803518295,0.7940602898597717,0.7725166082382202,0.8103573471307755,0.7656931132078171,0.7063663601875305,charm,charm
94,IP,0.8648203611373901,0.527544230222702,0.43628257513046265,0.4449780583381653,0.8375370800495148,0.8091028779745102,0.7773916870355606,0.7164989709854126,0.7093484103679657,0.714939147233963,0.6666333079338074,0.5970286130905151,check,check
95,IP,0.8109427094459534,0.33658498525619507,0.29825544357299805,0.31597113609313965,0.7388707101345062,0.7261067628860474,0.6928985416889191,0.6030418276786804,0.5689055025577545,0.5636598169803619,0.5126184523105621,0.453127384185791,clogs,clog
96,IP,0.920359879732132,0.7406629621982574,0.6978452205657959,0.7633560448884964,0.8731293678283691,0.8429611325263977,0.8274067938327789,0.7641324698925018,0.7766425609588623,0.7988743484020233,0.7834297120571136,0.7865819931030273,column,column
97,IP,0.8831362128257751,0.5058657824993134,0.3935237526893616,0.42034828662872314,0.8352693915367126,0.8374412059783936,0.8091127574443817,0.7629594057798386,0.795819953083992,0.8036662936210632,0.700146496295929,0.6126399636268616,core,core
98,IP,0.9152575805783272,0.6909127235412598,0.5663309991359711,0.6067757606506348,0.8871848881244659,0.8933647945523262,0.8538437932729721,0.8117320835590363,0.8058274537324905,0.7968307286500931,0.7953124046325684,0.7665614038705826,court,court
99,IP,0.8889830037951469,0.6479532122612,0.5360565781593323,0.5557540953159332,0.8690815269947052,0.8744759261608124,0.8381046801805496,0.7753874212503433,0.7760350406169891,0.784678041934967,0.7753501236438751,0.7450651526451111,crane,crane
100,IP,0.8789791688323021,0.6712031960487366,0.5411675274372101,0.6122604012489319,0.8847074657678604,0.8864378929138184,0.8895532265305519,0.8571722209453583,0.8252816498279572,0.7677720636129379,0.7510709166526794,0.7541435956954956,curse,curse
101,IP,0.9008999615907669,0.5633111596107483,0.491668164730072,0.529021829366684,0.8746722042560577,0.8261258006095886,0.7936966866254807,0.7027045786380768,0.7046795785427094,0.7049405574798584,0.7497571706771851,0.7018580138683319,cycle,cycle
102,IP,0.8904194161295891,0.5974588394165039,0.507973849773407,0.5517990589141846,0.8742586374282837,0.8519058078527451,0.8032475709915161,0.7146433293819427,0.7158298194408417,0.7031846046447754,0.68888258934021,0.6595906913280487,danish,danish
103,IP,0.8522719889879227,0.6166065037250519,0.507782518863678,0.5243853032588959,0.824208602309227,0.8353929966688156,0.817772775888443,0.7674888372421265,0.8052341938018799,0.8000610023736954,0.7560964822769165,0.691252201795578,deck,deck
