,Similarity Norming Category,distance_bert_large_hf_layer_1,distance_bert_large_hf_layer_10,distance_bert_large_hf_layer_11,distance_bert_large_hf_layer_12,distance_bert_large_hf_layer_2,distance_bert_large_hf_layer_3,distance_bert_large_hf_layer_4,distance_bert_large_hf_layer_5,distance_bert_large_hf_layer_6,distance_bert_large_hf_layer_7,distance_bert_large_hf_layer_8,distance_bert_large_hf_layer_9,string,word
104,IP,0.8185892403125763,0.6765894889831543,0.5699819028377533,0.6314080357551575,0.8004574924707413,0.8243062645196915,0.7986233830451965,0.7413887679576874,0.7570439577102661,0.7910002171993256,0.7721247225999832,0.762906402349472,deed,deed
105,IP,0.889161191880703,0.7075929641723633,0.6329930424690247,0.7008990347385406,0.8644900470972061,0.8636509329080582,0.832914263010025,0.7623886168003082,0.7677091658115387,0.778002455830574,0.8207214176654816,0.8040265291929245,degree,degree
106,IP,0.9357153624296188,0.6270367205142975,0.531422346830368,0.5492498874664307,0.8506084382534027,0.8307216912508011,0.8321492075920105,0.7853994220495224,0.7878988683223724,0.7896556109189987,0.7487180531024933,0.6853843629360199,diet,diet
107,IP,0.9012896120548248,0.46974390745162964,0.3953787684440613,0.44637012481689453,0.8640851080417633,0.8690668493509293,0.8441836833953857,0.7704591453075409,0.7483888268470764,0.716393917798996,0.6707453429698944,0.5861425399780273,difference,difference
108,IP,0.9432736933231354,0.5630905330181122,0.4550026059150696,0.4901319742202759,0.9077964350581169,0.8887238577008247,0.8522489666938782,0.7838300317525864,0.779164120554924,0.7720611840486526,0.7102848291397095,0.6264198124408722,dip,dip
109,IP,0.910626158118248,0.6564574837684631,0.512709379196167,0.5829788148403168,0.944061066955328,0.9311425685882568,0.9004542976617813,0.8401697874069214,0.8340834379196167,0.8052217811346054,0.7950502783060074,0.7463267743587494,draft,draft
110,IP,0.8695553690195084,0.5980936586856842,0.45661836862564087,0.4915202260017395,0.8617102801799774,0.8728798776865005,0.8268851041793823,0.7780513018369675,0.7822568416595459,0.7811640799045563,0.7709641605615616,0.7094356417655945,drill,drill
111,IP,0.9056297913193703,0.3955041766166687,0.3567317724227905,0.3493958115577698,0.8675043433904648,0.8408757895231247,0.7855311632156372,0.6380063593387604,0.667766809463501,0.6019613742828369,0.6042054891586304,0.4940941333770752,drink,drink
112,IP,0.8974585309624672,0.5061592757701874,0.39427298307418823,0.46692144870758057,0.8494124412536621,0.822477176785469,0.7570522129535675,0.7177104353904724,0.7436693608760834,0.7430156767368317,0.6926344037055969,0.6494272947311401,drops,drop
113,IP,0.7799510359764099,0.578983336687088,0.4935065507888794,0.4904400110244751,0.7363551557064056,0.7844968438148499,0.6987529397010803,0.6630231142044067,0.6963602006435394,0.7154172956943512,0.6915873289108276,0.6462514996528625,drumsticks,drumstick
114,IP,0.873089000582695,0.4544076919555664,0.36793971061706543,0.4329221248626709,0.8581884950399399,0.8506819307804108,0.7782913446426392,0.7123565375804901,0.6996817588806152,0.6941983997821808,0.6424432992935181,0.5852197408676147,fat,fat
115,IP,0.9233177900314331,0.710892915725708,0.6253443360328674,0.6371057033538818,0.893479585647583,0.9124787300825119,0.8852387517690659,0.8124151229858398,0.8166194409132004,0.8467119038105011,0.8059816360473633,0.7728184759616852,fault,fault
116,IP,0.8293425142765045,0.648340106010437,0.5802625119686127,0.6575407385826111,0.810936838388443,0.7934246510267258,0.779967799782753,0.7470525205135345,0.8062081634998322,0.8432095348834991,0.8109498172998428,0.7307608127593994,fortune,fortune
117,IP,0.898816429078579,0.6042695641517639,0.49708878993988037,0.5607946515083313,0.8771756067872047,0.8729472160339355,0.8691502958536148,0.7895963937044144,0.8221682012081146,0.8232748061418533,0.7911665737628937,0.7230369746685028,function,function
118,IP,0.9171076342463493,0.5641175806522369,0.4355495572090149,0.4715350866317749,0.910979837179184,0.88984464854002,0.8499103337526321,0.764307364821434,0.7518228143453598,0.7163342833518982,0.7075527012348175,0.6534049212932587,fur,fur
119,IP,0.9001982063055038,0.6813352406024933,0.5854030847549438,0.6329932808876038,0.8377469778060913,0.8577858954668045,0.8072135746479034,0.7674817889928818,0.7689343392848969,0.8081349283456802,0.7589797377586365,0.7383274734020233,gear,gear
120,IP,0.8534750491380692,0.6137082278728485,0.5144265294075012,0.5652826726436615,0.879959762096405,0.8725041151046753,0.8399670422077179,0.7658204585313797,0.7304315865039825,0.759779542684555,0.760382205247879,0.7137393355369568,goal,goal
121,IP,0.9265231415629387,0.5666291415691376,0.42282432317733765,0.3568383455276489,0.8732009530067444,0.867684930562973,0.8468517363071442,0.7551200985908508,0.740509569644928,0.7112506330013275,0.7018860280513763,0.6846035718917847,grace,grace
122,IP,0.9212211817502975,0.6199203431606293,0.5159538090229034,0.616907924413681,0.8794757649302483,0.8402224034070969,0.8123805075883865,0.7439600825309753,0.7438472807407379,0.7762758433818817,0.7228113114833832,0.6790097951889038,guide,guide
123,IP,0.8791238963603973,0.5165863335132599,0.4315425157546997,0.4979345202445984,0.8374954760074615,0.819063663482666,0.7878651320934296,0.6821871101856232,0.6819062530994415,0.6725349426269531,0.6597345769405365,0.6269420385360718,introduction,introduction
124,IP,0.8808789402246475,0.4186621904373169,0.3087891936302185,0.3942444324493408,0.8271037340164185,0.7867841124534607,0.728581964969635,0.656735748052597,0.6587696075439453,0.6596435904502869,0.631786435842514,0.5790329873561859,iron,iron
125,IP,0.9050089046359062,0.3300703167915344,0.2566679120063782,0.2964079976081848,0.8400181531906128,0.8391900360584259,0.7712073475122452,0.6851843893527985,0.6628982126712799,0.6585336029529572,0.5825302600860596,0.5309017300605774,issues,issue
126,IP,0.9100335836410522,0.5490943193435669,0.41585415601730347,0.46023839712142944,0.8796788677573204,0.873538538813591,0.8263659328222275,0.7666083574295044,0.7511942833662033,0.7561243921518326,0.7234362363815308,0.6440656781196594,jingle,jingle
127,IP,0.8244914710521698,0.7444642186164856,0.6941476762294769,0.7607536315917969,0.8108511120080948,0.8190734088420868,0.823048546910286,0.7645691782236099,0.7754295021295547,0.8191371709108353,0.7992630898952484,0.7757881581783295,lace,lace
128,IP,0.8865943402051926,0.7088292837142944,0.6498912572860718,0.6758430898189545,0.8855247050523758,0.8881439194083214,0.8394363969564438,0.8143623620271683,0.807939276099205,0.8015316277742386,0.8164021968841553,0.7765275985002518,lord,lord
129,IP,0.9382988326251507,0.5683408975601196,0.4472150206565857,0.49812960624694824,0.8758275806903839,0.8501407206058502,0.8111828118562698,0.7323866784572601,0.7312528491020203,0.7420896589756012,0.7093937397003174,0.6830965280532837,monitor,monitor
130,IP,0.8425074517726898,0.6754220724105835,0.5694800615310669,0.5653800070285797,0.7814435064792633,0.7690771073102951,0.7874519377946854,0.7573004513978958,0.753842294216156,0.7899689823389053,0.7360777258872986,0.7364162802696228,music,music
131,IP,0.861132800579071,0.3753015398979187,0.3047029972076416,0.3071141242980957,0.7913074642419815,0.7718910574913025,0.7310985028743744,0.6736572086811066,0.6681021451950073,0.648119330406189,0.5920208394527435,0.5305803716182709,nail,nail
132,IP,0.03882133960723877,0.09620124101638794,0.07439684867858887,0.07682913541793823,0.04785376787185669,0.07360917329788208,0.0974225401878357,0.1596023440361023,0.12494122982025146,0.13879209756851196,0.1401844024658203,0.1313626766204834,odd,odd
133,IP,0.8532238453626633,0.47894859313964844,0.43882548809051514,0.45359891653060913,0.839101105928421,0.8282658904790878,0.7404831349849701,0.6404350697994232,0.6505246758460999,0.6407999992370605,0.5814964771270752,0.5571087002754211,oil,oil
134,IP,0.8691053092479706,0.46608394384384155,0.3494519591331482,0.4270278811454773,0.8234902918338776,0.8012553304433823,0.752790242433548,0.6643567383289337,0.6744473874568939,0.6792015433311462,0.618266224861145,0.557707667350769,opening,opening
135,IP,0.821806326508522,0.5028872489929199,0.369270920753479,0.40330058336257935,0.8237891346216202,0.8567929118871689,0.7982665002346039,0.7254841923713684,0.7398595809936523,0.7047222554683685,0.6261312961578369,0.5983782708644867,operation,operation
136,IP,0.8382772356271744,0.499101459980011,0.42686325311660767,0.4233454465866089,0.8420137465000153,0.8256519287824631,0.7973771095275879,0.6753223538398743,0.7072492837905884,0.7069891691207886,0.6565990149974823,0.5655208230018616,order,order
137,IP,0.8904964253306389,0.5618966817855835,0.44336599111557007,0.5012854933738708,0.8473879545927048,0.858817383646965,0.8164158761501312,0.7512710392475128,0.7615489214658737,0.7423096001148224,0.6806496381759644,0.6539598107337952,panel,panel
138,IP,0.8747413605451584,0.5724362730979919,0.4650214910507202,0.5343429744243622,0.8778894990682602,0.8497637510299683,0.8036646246910095,0.7041581571102142,0.7132658064365387,0.7001271843910217,0.7006545066833496,0.6568920314311981,passage,passage
139,IP,0.9448134899139404,0.5227644741535187,0.41472357511520386,0.46314024925231934,0.9062250927090645,0.8649995476007462,0.8279314637184143,0.7616230845451355,0.7585200220346451,0.7297041118144989,0.7188892662525177,0.6720520257949829,pipe,pipe
140,IP,0.9027431681752205,0.5396295487880707,0.41680651903152466,0.44847047328948975,0.8830889612436295,0.8735221028327942,0.8786537423729897,0.8278156816959381,0.8438880741596222,0.8523468673229218,0.792969673871994,0.6851042211055756,reaction,reaction
141,IP,0.8860219419002533,0.5954866409301758,0.47003376483917236,0.5115439295768738,0.8912699818611145,0.9102949947118759,0.8916861265897751,0.8046781420707703,0.8005522340536118,0.7753168940544128,0.7464957237243652,0.7038277387619019,reservation,reservation
142,IP,0.9102519378066063,0.5532944202423096,0.4411389231681824,0.4762839674949646,0.8386832177639008,0.8365204185247421,0.7961188107728958,0.70330610871315,0.7060295641422272,0.7017470896244049,0.6838420331478119,0.6137919425964355,review,review
143,IP,0.8050034791231155,0.5386966168880463,0.45006561279296875,0.5136645436286926,0.7613503485918045,0.7169840335845947,0.6932987570762634,0.6468615531921387,0.6611236333847046,0.686238169670105,0.665237694978714,0.6482353806495667,ruler,ruler
144,IP,0.9061095267534256,0.6752380728721619,0.5313730835914612,0.5948469042778015,0.8772670328617096,0.863674521446228,0.870720848441124,0.8366446942090988,0.865797147154808,0.8489141911268234,0.8137757182121277,0.7502621710300446,scene,scene
145,IP,0.9399359039962292,0.5788248479366302,0.4472947120666504,0.4978998899459839,0.8853380084037781,0.8559449166059494,0.8278763741254807,0.774240180850029,0.7676578015089035,0.7588798254728317,0.774097666144371,0.7000210583209991,sheet,sheet
146,IP,0.8971327543258667,0.4548237919807434,0.3866925835609436,0.43310725688934326,0.8538964688777924,0.8223919719457626,0.7809216380119324,0.6672973930835724,0.6861733496189117,0.6756735146045685,0.6365556716918945,0.5584099292755127,solution,solution
147,IP,0.8797609880566597,0.4631754159927368,0.3562970757484436,0.39723145961761475,0.8449735939502716,0.8295307755470276,0.7911325097084045,0.6970047652721405,0.6785274744033813,0.6805783212184906,0.6498878300189972,0.5682824552059174,speaker,speaker
148,IP,0.9504960738122463,0.46971601247787476,0.38181108236312866,0.4480816721916199,0.9238903969526291,0.9119384288787842,0.8392318934202194,0.7658365666866302,0.7379801869392395,0.7020045816898346,0.7059384286403656,0.6187013685703278,steps,step
149,IP,0.8874335065484047,0.5720658004283905,0.47542721033096313,0.5109676420688629,0.8528912663459778,0.8674357682466507,0.8362544476985931,0.7853070199489594,0.7745536118745804,0.7634180784225464,0.7331790328025818,0.6872852742671967,straw,straw
150,IP,0.8488596975803375,0.49162453413009644,0.3727495074272156,0.4334135055541992,0.8153216391801834,0.8288547992706299,0.7987931221723557,0.7388809621334076,0.7103618085384369,0.7042055130004883,0.672177791595459,0.5805338323116302,strings,strings
151,IP,0.8450800776481628,0.5745340585708618,0.45472198724746704,0.48222529888153076,0.7993830591440201,0.8279436975717545,0.8264619261026382,0.7775625139474869,0.8130270689725876,0.8011544793844223,0.7649066895246506,0.6979661583900452,sun,sun
152,IP,0.900322675704956,0.5435357689857483,0.44482922554016113,0.4798220992088318,0.8619695752859116,0.834646001458168,0.8016912043094635,0.7315933406352997,0.7419198751449585,0.7541596740484238,0.7117348611354828,0.5962522625923157,target,target
153,IP,0.9096287563443184,0.5185904800891876,0.42705392837524414,0.5320162177085876,0.8625790774822235,0.8383029997348785,0.8216773867607117,0.7618101835250854,0.7694684118032455,0.750720202922821,0.728141188621521,0.6568697094917297,trip,trip
154,IP,0.8643717169761658,0.5320280492305756,0.4361618161201477,0.5540030896663666,0.8390731662511826,0.8066501170396805,0.7615325301885605,0.6925312578678131,0.6965031027793884,0.7107404172420502,0.6947669684886932,0.5851625204086304,vessel,vessel
155,IP,0.8813295289874077,0.5700472593307495,0.49177640676498413,0.515357255935669,0.8248036950826645,0.7872299253940582,0.7567773014307022,0.7182397246360779,0.7024921178817749,0.7031058073043823,0.6785176396369934,0.6068858206272125,volume,volume
156,IP,0.8789750263094902,0.6100246906280518,0.5319862365722656,0.5055230259895325,0.8817411810159683,0.8974826782941818,0.812637135386467,0.7696571350097656,0.7611031532287598,0.7676064968109131,0.7635802030563354,0.7145352959632874,watch,watch
157,IP,0.8898213878273964,0.6521509885787964,0.49940675497055054,0.4991856813430786,0.8774879202246666,0.8502475470304489,0.8155718296766281,0.7737970501184464,0.7809381037950516,0.7626058757305145,0.7467578649520874,0.739270955324173,weed,weed
158,RP,0.8982262164354324,0.6527940034866333,0.579138457775116,0.6408683955669403,0.8638029247522354,0.8461967706680298,0.8105005323886871,0.7685206234455109,0.8061685115098953,0.768755629658699,0.7332143187522888,0.6927637457847595,back,back
159,RP,0.9089877679944038,0.6592079401016235,0.5780090987682343,0.6251871585845947,0.843158408999443,0.8264070898294449,0.7881546467542648,0.7089675068855286,0.7264253795146942,0.7461208999156952,0.7685892581939697,0.7397899031639099,basketball,basketball
160,RP,0.8644674718379974,0.39898616075515747,0.34317469596862793,0.3501375913619995,0.8230723887681961,0.7649648934602737,0.7111933529376984,0.6241001784801483,0.618946760892868,0.6543922126293182,0.6133616268634796,0.515392005443573,beatles,beatles
161,RP,0.8457613587379456,0.5924805104732513,0.5279726684093475,0.5211862623691559,0.8166828155517578,0.7615292966365814,0.7581741660833359,0.727888286113739,0.6898885369300842,0.7164003551006317,0.6914208829402924,0.6625443696975708,beethoven,beethoven
162,RP,0.8524575680494308,0.4535256624221802,0.37808650732040405,0.42758500576019287,0.7937835156917572,0.7683666795492172,0.7376799285411835,0.692909449338913,0.7077846229076385,0.732778012752533,0.6677952110767365,0.59251469373703,book,book
163,RP,0.8710190951824188,0.4380653500556946,0.3535642623901367,0.3804948925971985,0.8139761388301849,0.8133097887039185,0.7318671345710754,0.6627799570560455,0.6604984402656555,0.6301936209201813,0.5891076028347015,0.5470851063728333,bottle,bottle
164,RP,0.8148514330387115,0.675214946269989,0.6148912012577057,0.6769747138023376,0.8052592575550079,0.7594467848539352,0.7334175109863281,0.7480845749378204,0.7659522891044617,0.7730156630277634,0.7381536662578583,0.7463251352310181,briefcase,briefcase
165,RP,0.8731987327337265,0.4679518938064575,0.3826175332069397,0.38849157094955444,0.8597228825092316,0.8406031876802444,0.7547512203454971,0.6928401589393616,0.7088470757007599,0.6699450612068176,0.645478218793869,0.6072253286838531,bucket,bucket
166,RP,0.8306960165500641,0.5408537089824677,0.4570821523666382,0.49043989181518555,0.8216147571802139,0.8415676653385162,0.7798871845006943,0.6687533259391785,0.6622527241706848,0.65803661942482,0.6309264302253723,0.605351448059082,cabbage,cabbage
167,RP,0.8418537080287933,0.5057216584682465,0.4544309377670288,0.46471208333969116,0.8131848275661469,0.7629523426294327,0.7404571771621704,0.6690933704376221,0.6868918538093567,0.6915773451328278,0.7016720771789551,0.6405423283576965,carton,carton
168,RP,0.9193237945437431,0.601737380027771,0.49211061000823975,0.49057483673095703,0.863398864865303,0.869910404086113,0.8090639114379883,0.7738109529018402,0.7833362966775894,0.7670490741729736,0.7222767472267151,0.6884630024433136,cauldron,cauldron
169,RP,0.9020812660455704,0.4894571304321289,0.38630741834640503,0.41208815574645996,0.853129431605339,0.8524953424930573,0.8419601023197174,0.7757592052221298,0.7723523527383804,0.769026905298233,0.7156217992305756,0.6167395412921906,cedar,cedar
170,RP,0.8028895854949951,0.39696425199508667,0.31065696477890015,0.3182830810546875,0.7586500495672226,0.7857073098421097,0.7115432918071747,0.6270149052143097,0.6706900894641876,0.6673978269100189,0.6207897663116455,0.555976927280426,chicken,chicken
171,RP,0.890661396086216,0.6426104605197906,0.5551921129226685,0.5803240835666656,0.9037374332547188,0.8996282294392586,0.8848153054714203,0.8110159784555435,0.801287055015564,0.7995628118515015,0.785434752702713,0.7303682863712311,chimney,chimney
172,RP,0.8285617381334305,0.5779972076416016,0.4596906304359436,0.4623382091522217,0.7745532095432281,0.7579026073217392,0.7336234152317047,0.6632542312145233,0.6695037484169006,0.6650840938091278,0.6380005776882172,0.6726473867893219,chinese,chinese
173,RP,0.9284373223781586,0.5758644938468933,0.41807472705841064,0.44315916299819946,0.8674819618463516,0.8666942119598389,0.8637850731611252,0.8247966319322586,0.8122418969869614,0.8171469122171402,0.7954445481300354,0.730728954076767,church,church
174,RP,0.8357010930776596,0.4065099358558655,0.3238019347190857,0.34365177154541016,0.789545550942421,0.7828506529331207,0.7217135429382324,0.6537124812602997,0.6602772772312164,0.6222264170646667,0.6086112856864929,0.523111879825592,cotton,cotton
175,RP,0.7878416329622269,0.5795770585536957,0.498396098613739,0.51279017329216,0.7612667828798294,0.7736545354127884,0.7385143041610718,0.7038123905658722,0.6997938752174377,0.7345095276832581,0.6889785826206207,0.6619075834751129,cream,cream
176,RP,0.8135340213775635,0.5436282455921173,0.46668797731399536,0.4699494242668152,0.7681824713945389,0.7564603686332703,0.7185250520706177,0.668787807226181,0.6887121796607971,0.6583167910575867,0.6576260626316071,0.6263948082923889,cup,cup
177,RP,0.8128356039524078,0.5160296857357025,0.4536682963371277,0.4753471612930298,0.7628679722547531,0.7474940121173859,0.7478970289230347,0.6453628242015839,0.648240715265274,0.6455475091934204,0.6045998930931091,0.6125422418117523,door,door
178,RP,0.8519893288612366,0.6172295808792114,0.5486609041690826,0.5705623626708984,0.8222523629665375,0.8272308260202408,0.7717710137367249,0.7059637904167175,0.7017776370048523,0.7043660283088684,0.7155830562114716,0.7069414556026459,eggs,eggs
179,RP,0.8672691732645035,0.6243835687637329,0.504420280456543,0.43836331367492676,0.8111054301261902,0.7589752525091171,0.7979301810264587,0.7496220171451569,0.7183795869350433,0.7267841100692749,0.7044401168823242,0.680296003818512,elvis,elvis
180,RP,0.9040893390774727,0.5637326538562775,0.43453890085220337,0.4439634680747986,0.87142114341259,0.837143287062645,0.7983544766902924,0.7182348072528839,0.7105765342712402,0.7405272126197815,0.7099294662475586,0.6700751185417175,emerald,emerald
181,RP,0.8242947459220886,0.49160534143447876,0.3952541947364807,0.4794583320617676,0.7593489736318588,0.7913796305656433,0.7374533414840698,0.6944442987442017,0.6909268796443939,0.713464081287384,0.6819266676902771,0.6298781037330627,fish,fish
182,RP,0.6509650349617004,0.433576762676239,0.3761979937553406,0.3603929877281189,0.5798048377037048,0.6565604209899902,0.6614292562007904,0.6056803166866302,0.623350977897644,0.6115239560604095,0.551673024892807,0.5099627375602722,flask,flask
183,RP,0.8639627397060394,0.5181936621665955,0.4043012261390686,0.4345536231994629,0.8355487436056137,0.8229234963655472,0.7833486050367355,0.739932507276535,0.7440924048423767,0.7382794618606567,0.7122901082038879,0.6270051002502441,gate,gate
184,RP,0.8719819933176041,0.6678908467292786,0.5265319347381592,0.5589511096477509,0.8494988530874252,0.7803285866975784,0.8131806999444962,0.780444324016571,0.7728000730276108,0.8152566701173782,0.80123470723629,0.7881411463022232,german,german
185,RP,0.8981931954622269,0.5486055910587311,0.4527813196182251,0.4776989817619324,0.8909805864095688,0.868351012468338,0.819259911775589,0.7674921751022339,0.7759142071008682,0.7669020295143127,0.746850460767746,0.7052208483219147,heart,heart
186,RP,0.8568059206008911,0.6038163602352142,0.4899098873138428,0.5312799513339996,0.8060791343450546,0.7865192294120789,0.7417501211166382,0.6963236629962921,0.6848964989185333,0.6996253728866577,0.6645479500293732,0.6593847572803497,hemingway,hemingway
187,RP,0.8732993304729462,0.6687065064907074,0.5476388037204742,0.4253239631652832,0.8734965473413467,0.9097942262887955,0.9039236828684807,0.8287333846092224,0.8479610085487366,0.8218151926994324,0.7625226378440857,0.7280296087265015,hip-hop,hip-hop
188,RP,0.9653084836900234,0.5737408995628357,0.4105868935585022,0.40195000171661377,0.8841539472341537,0.8663541525602341,0.811796024441719,0.7521171420812607,0.7585713118314743,0.7656787186861038,0.7056111991405487,0.6764712631702423,hiroshima,hiroshima
189,RP,0.8823078125715256,0.39505791664123535,0.2602881193161011,0.2878364324569702,0.8395075649023056,0.8119799345731735,0.7819970995187759,0.6650499701499939,0.6365515887737274,0.6231377124786377,0.6180421113967896,0.5429501533508301,hollywood,hollywood
190,RP,0.8655181974172592,0.5843250453472137,0.482893705368042,0.48583322763442993,0.7984143495559692,0.7779110372066498,0.7644505649805069,0.7037847638130188,0.7111929357051849,0.7074752151966095,0.6992078125476837,0.6791782081127167,hospital,hospital
191,RP,0.9035528302192688,0.5851177275180817,0.4614560008049011,0.48977214097976685,0.854094609618187,0.8397223055362701,0.8012052327394485,0.7388635277748108,0.7332543134689331,0.6988689303398132,0.6692572236061096,0.6503882110118866,iraq,iraq
192,RP,0.829054445028305,0.5964860022068024,0.4686766266822815,0.44632136821746826,0.8322885781526566,0.8399042040109634,0.8304175138473511,0.7880272716283798,0.7509436756372452,0.7322363555431366,0.7273145616054535,0.7158065140247345,ivory,ivory
193,RP,0.9447190463542938,0.6109597682952881,0.48646509647369385,0.5026938915252686,0.9226800203323364,0.88956169039011,0.8608925640583038,0.8085469752550125,0.8148734718561172,0.8070149719715118,0.7467442154884338,0.7034048140048981,jade,jade
194,RP,0.07277113199234009,0.11470586061477661,0.09159713983535767,0.10240286588668823,0.07211875915527344,0.0834040641784668,0.12118399143218994,0.16166281700134277,0.14147824048995972,0.1450147032737732,0.15207123756408691,0.148578941822052,japanese,japanese
195,RP,0.8732102364301682,0.5321674346923828,0.45936906337738037,0.4531237483024597,0.8477221429347992,0.7956615537405014,0.7307825088500977,0.6741846203804016,0.6436732411384583,0.655616044998169,0.6641469597816467,0.6567263603210449,jug,jug
196,RP,0.6775761544704437,0.26652365922927856,0.22521036863327026,0.22360080480575562,0.6380703449249268,0.7094109058380127,0.6076398193836212,0.5588712096214294,0.5649667978286743,0.48678725957870483,0.4278547167778015,0.37854182720184326,keg,keg
197,RP,0.06000864505767822,0.08036690950393677,0.06500011682510376,0.06826460361480713,0.06534510850906372,0.08036988973617554,0.0822300910949707,0.13683927059173584,0.12041759490966797,0.10740864276885986,0.10924780368804932,0.10953766107559204,korean,korean
198,RP,0.9115647971630096,0.6268889307975769,0.5184007287025452,0.5282886922359467,0.8298549205064774,0.8514039516448975,0.7777548879384995,0.7159906029701233,0.7271519899368286,0.7179147303104401,0.7322715520858765,0.6951074600219727,lamb,lamb
199,RP,0.9002341106534004,0.5611945986747742,0.4968550205230713,0.45886266231536865,0.8847922533750534,0.8846294358372688,0.8132142722606659,0.7258281707763672,0.7440677285194397,0.7330968081951141,0.7205899953842163,0.6721675097942352,lavender,lavender
200,RP,0.9013804718852043,0.4080852270126343,0.3365689516067505,0.39794689416885376,0.8308914601802826,0.7844987958669662,0.7177742719650269,0.6408368647098541,0.6109330654144287,0.6125589311122894,0.5736787021160126,0.5374304056167603,library,library
201,RP,0.8588999062776566,0.47997069358825684,0.3964054584503174,0.3835335969924927,0.8572982102632523,0.8478114902973175,0.8225004971027374,0.7391349673271179,0.713406503200531,0.6937922239303589,0.6592318713665009,0.601847916841507,lilac,lilac
202,RP,0.9155577942728996,0.5829661786556244,0.5013002753257751,0.5585682094097137,0.8940431773662567,0.8742695599794388,0.8224059194326401,0.744714081287384,0.7682789415121078,0.7629739195108414,0.730135589838028,0.6588959693908691,lobster,lobster
203,RP,0.9401762187480927,0.5980521440505981,0.4857351779937744,0.5124806463718414,0.9056274071335793,0.8835159465670586,0.7857722193002701,0.7194083333015442,0.7264961302280426,0.7031077742576599,0.7098427414894104,0.6739976704120636,maple,maple
204,RP,0.8859665468335152,0.534025251865387,0.43392413854599,0.5061298608779907,0.8341689705848694,0.8296274095773697,0.7833859622478485,0.68199023604393,0.6785191595554352,0.67626091837883,0.6660626828670502,0.6264709234237671,marble,marble
205,RP,0.8610487282276154,0.4263494610786438,0.32420814037323,0.3918610215187073,0.8231343179941177,0.7524832338094711,0.7246499359607697,0.7138942778110504,0.6946924924850464,0.7078592777252197,0.656152993440628,0.5591202974319458,mediterranean,mediterranean
206,RP,0.04031103849411011,0.07931298017501831,0.06242293119430542,0.06351470947265625,0.045187413692474365,0.054358720779418945,0.06948190927505493,0.13432538509368896,0.11602258682250977,0.11005663871765137,0.10597389936447144,0.10671389102935791,mexican,mexican
207,RP,0.9270671457052231,0.6131094694137573,0.5111753344535828,0.49458396434783936,0.8730844706296921,0.8277738243341446,0.8264485448598862,0.7404933869838715,0.7072714567184448,0.6718784272670746,0.6750012934207916,0.6830954849720001,mississippi,mississippi
208,RP,0.8605192452669144,0.6931151747703552,0.6244252026081085,0.6312021911144257,0.7936964333057404,0.8065658807754517,0.8167824000120163,0.7674838602542877,0.7825878411531448,0.7750544548034668,0.7314497530460358,0.7576324045658112,navy,navy
